,player,player_id,birth_date,height_weight,batting_hand,throwing_hand,position
354,이보근,75342,1986-04-30,"187cm, 90kg",우타,우투,P
355,박종훈,60841,1991-08-13,"186cm, 85kg",우타,우언,P
356,임찬규,61101,1992-11-20,"185cm, 80kg",우타,우투,P
357,박희수,76858,1983-07-13,"184cm, 88kg",좌타,좌투,P
358,이정용,69134,1996-03-26,"186cm, 85kg",우타,우투,P
359,정용운,79617,1990-07-06,"185cm, 90kg",좌타,좌투,P
360,유희관,79229,1986-06-01,"180cm, 88kg",좌타,좌투,P
361,최원태,65320,1997-01-07,"184cm, 93kg",우타,우투,P
362,김강률,77263,1988-08-28,"187cm, 95kg",우타,우투,P
363,양현,61268,1992-08-23,"188cm, 70kg",우타,우언,P
364,박치국,67266,1998-03-10,"177cm, 78kg",우타,우언,P
365,조상우,63342,1994-09-04,"186cm, 97kg",우타,우투,P
366,켈리,69103,1989-10-04,"191cm, 98kg",우타,우투,P
367,장시환,77318,1987-11-01,"184cm, 93kg",우타,우투,P
368,송은범,73801,1984-03-17,"182cm, 93kg",우타,우투,P
369,스트레일리,50558,1988-12-01,"189cm, 100kg",우타,우투,P
370,장원삼,76355,1983-06-09,"181cm, 81kg",좌타,좌투,P
371,이인복,64565,1991-06-18,"187cm, 94kg",우타,우투,P
372,전상현,66609,1996-04-18,"182cm, 84kg",우타,우투,P
373,루친스키,69940,1988-12-30,"188cm, 91kg",우타,우투,P
374,최원준,67263,1997-03-23,"178cm, 81kg",좌타,우투,P
375,강윤구,79358,1990-07-10,"183cm, 89kg",좌타,좌투,P
376,함덕주,63248,1995-01-13,"181cm, 78kg",좌타,좌투,P
377,이승진,64805,1995-01-07,"186cm, 88kg",우타,우투,P
378,쿠에바스,69032,1990-10-14,"188cm, 98kg",양타,우투,P
379,문승원,62869,1989-11-28,"183cm, 85kg",우타,우투,P
380,전유수,75340,1986-11-29,"185cm, 95kg",좌타,우투,P
381,이창재,65057,1992-12-29,"178cm, 71kg",좌타,좌투,P
382,유원상,76757,1986-06-17,"187cm, 93kg",우타,우투,P
383,신재웅,75138,1982-03-28,"181cm, 85kg",좌타,좌투,P
384,김민,68043,1999-04-14,"185cm, 88kg",우타,우투,P
385,이태양,60768,1990-07-03,"192cm, 97kg",좌타,우투,P
386,한현희,62363,1993-06-25,"182cm, 98kg",우타,우언,P
387,홍정우,65496,1996-03-16,"182cm, 85kg",우타,우투,P
388,이재익,63492,1994-03-18,"180cm, 76kg",좌타,좌투,P
389,권오준,99445,1980-03-09,"182cm, 80kg",우타,우언,P
390,박주성,69328,2000-11-09,"181cm, 95kg",우타,우투,P
391,조성운,63348,1989-10-02,"185cm, 88kg",우타,우투,P
392,김윤식,50157,2000-04-03,"181cm, 83kg",좌타,좌투,P
393,서폴드,69744,1990-01-16,"188cm, 101kg",우타,우투,P
394,박세웅,64021,1995-11-30,"183cm, 79kg",우타,우투,P
395,임기영,62754,1993-04-16,"184cm, 78kg",우타,우언,P
396,김현수,69516,2000-07-10,"185cm, 90kg",우타,우투,P
397,정해영,50662,2001-08-23,"189cm, 98kg",우타,우투,P
398,이영하,66291,1997-11-01,"192cm, 91kg",우타,우투,P
399,김진성,75867,1985-03-07,"186cm, 92kg",우타,우투,P
400,소형준,50030,2001-09-16,"189cm, 92kg",우타,우투,P
401,이건욱,64861,1995-02-13,"182cm, 85kg",우타,우투,P
402,김재윤,65062,1990-09-16,"185cm, 91kg",우타,우투,P
403,주권,65060,1995-05-31,"181cm, 82kg",우타,우투,P
404,뷰캐넌,50404,1989-05-11,"190cm, 90kg",우타,우투,P
405,브리검,67313,1988-02-10,"190cm, 90kg",우타,우투,P
406,김재웅,67391,1998-10-22,"173cm, 88kg",좌타,좌투,P
407,노경은,73211,1984-03-11,"186cm, 90kg",우타,우투,P
408,가뇽,50640,1990-06-26,"193cm, 97kg",우타,우투,P
409,최준용,50556,2001-10-10,"185cm, 85kg",우타,우투,P
410,박준표,63638,1992-06-26,"181cm, 93kg",우타,우언,P
411,김건국,76225,1988-02-02,"179cm, 85kg",우타,우투,P
412,최성영,66920,1997-04-28,"180cm, 85kg",좌타,좌투,P
413,신민혁,68902,1999-02-04,"184cm, 95kg",우타,우투,P
414,김민규,68200,1999-05-07,"183cm, 90kg",좌타,우투,P
415,윤성환,74454,1981-10-08,"183cm, 88kg",우타,우투,P
416,이승호,67603,1976-08-23,"189cm, 90kg",좌타,좌투,P
417,이민우,65616,1993-02-09,"185cm, 97kg",우타,우투,P
418,윌슨,68135,1989-09-25,"188cm, 84kg",우타,우투,P
419,이준영,65665,1992-08-10,"177cm, 85kg",좌타,좌투,P
420,서준원,69539,2000-11-05,"187cm, 95kg",우타,우언,P
421,김민수,65048,1992-07-24,"188cm, 80kg",우타,우투,P
422,이민호,50126,2001-08-30,"189cm, 93kg",우타,우투,P
423,이재학,60263,1990-10-04,"181cm, 84kg",우타,우언,P
424,여건욱,79825,1986-09-16,"185cm, 92kg",우타,우투,P
425,김주한,66859,1993-02-03,"184cm, 93kg",우타,우언,P
426,김태훈,79847,1996-03-31,"177cm, 78kg",좌타,우투,P
427,홍성민,62655,1989-07-15,"191cm, 82kg",양타,우언,P
428,윤명준,62242,1989-06-18,"178cm, 78kg",우타,우투,P
429,오주원,74359,1985-03-31,"184cm, 95kg",좌타,좌투,P
430,한승혁,66557,1993-01-03,"185cm, 94kg",좌타,우투,P
431,박민호,64893,1992-02-25,"185cm, 95kg",우타,우언,P
432,서진용,61895,1992-10-02,"184cm, 88kg",우타,우투,P
433,채드벨,69748,1989-02-28,"190cm, 90kg",우타,좌투,P
434,김진영,67737,1992-04-16,"180cm, 89kg",우타,우투,P
435,김동혁,50360,2001-12-27,"183cm, 83kg",우타,우투,P
436,박정수,65639,1996-01-29,"178cm, 74kg",좌타,우언,P
437,이승민,50464,2000-08-26,"174cm, 79kg",좌타,좌투,P
438,손정욱,63914,1990-12-24,"182cm, 84kg",좌타,좌투,P
439,임현준,61457,1988-12-21,"185cm, 88kg",좌타,좌언,P
440,박주홍,68703,1999-08-20,"178cm, 109kg",좌타,좌투,P
441,샘슨,50524,1991-01-06,"188cm, 102kg",우타,우투,P
442,배제성,65516,1996-09-29,"189cm, 85kg",양타,우투,P
443,김성민,67828,1994-04-26,"181cm, 90kg",좌타,좌투,P
444,김기훈,69620,2000-01-03,"184cm, 93kg",좌타,좌투,P
445,박상원,67703,1994-09-09,"189cm, 88kg",우타,우투,P
446,정영일,62056,1988-11-16,"188cm, 98kg",우타,우투,P
447,김대현,66145,1997-03-08,"188cm, 100kg",우타,우투,P
448,장필준,77927,1988-04-08,"190cm, 90kg",우타,우투,P
449,김대우,78536,1984-07-26,"189cm, 95kg",좌타,우투,P
450,권혁,72447,1983-11-06,"192cm, 100kg",좌타,좌투,P
451,오동욱,69703,2001-02-04,"185cm, 80kg",우타,우투,P
452,오원석,50859,2001-04-23,"182cm, 80kg",좌타,좌투,P
453,서덕원,66663,1993-07-12,"183cm, 89kg",우타,우투,P
454,장지훈,67443,1998-12-06,"177cm, 78kg",우타,우투,P
455,임창민,78352,1985-08-25,"183cm, 85kg",우타,우투,P
456,이승헌,68910,1998-12-19,"196cm, 97kg",우타,우투,P
457,하준호,78517,1989-04-29,"174cm, 78kg",좌타,좌투,P
458,권휘,50203,2000-12-07,"181cm, 87kg",우타,우투,P
459,박시영,60559,1989-03-10,"180cm, 88kg",우타,우투,P
460,문동욱,64554,1992-01-07,"187cm, 90kg",좌타,우투,P
461,김건태,60339,1991-10-02,"185cm, 85kg",우타,우투,P
462,배민서,69974,1999-11-18,"184cm, 81kg",우타,우언,P
463,장민재,79764,1990-03-19,"184cm, 98kg",우타,우투,P
464,허윤동,50449,2001-06-19,"181cm, 90kg",좌타,좌투,P
465,이상민,63960,1990-11-04,"180cm, 85kg",좌타,좌투,P
466,김선기,66018,1991-09-01,"187cm, 94kg",우타,우투,P
467,차명진,64615,1995-03-03,"188cm, 104kg",우타,우투,P
468,김진호,67954,1998-06-07,"183cm, 90kg",우타,우투,P
469,윤정현,69399,1993-05-17,"187cm, 110kg",좌타,좌투,P
470,김명신,67246,1993-11-29,"178cm, 90kg",우타,우투,P
471,김영규,68900,2000-02-10,"188cm, 86kg",좌타,좌투,P
472,심창민,61411,1993-02-01,"185cm, 86kg",우타,우언,P
473,김정인,65392,1996-06-03,"183cm, 70kg",우타,우투,P
474,이대은,67008,1989-03-23,"189cm, 90kg",좌타,우투,P
475,김재열,64580,1996-01-02,"183cm, 97kg",우타,우투,P
476,진명호,79545,1989-03-20,"192cm, 98kg",좌타,우투,P
477,소이현,67962,1999-02-09,"185cm, 93kg",우타,우투,P
478,남호,69104,2000-07-20,"185cm, 86kg",좌타,좌투,P
479,정인욱,79440,1990-12-18,"186cm, 85kg",우타,우투,P
480,플렉센,50234,1994-07-01,"191cm, 113kg",우타,우투,P
481,고효준,72523,1983-02-08,"179cm, 74kg",좌타,좌투,P
482,김택형,65343,1996-10-10,"185cm, 90kg",좌타,좌투,P
483,박진태,67646,1994-10-19,"180cm, 83kg",우타,우투,P
484,이우찬,61145,1992-08-04,"183cm, 88kg",좌타,좌투,P
485,이승헌,68529,1998-12-19,"196cm, 97kg",우타,우투,P
486,황인준,65618,1991-07-23,"184cm, 94kg",우타,우투,P
487,김지용,60181,1988-02-20,"177cm, 81kg",우타,우투,P
488,손동현,69041,2001-01-23,"183cm, 88kg",좌타,우투,P
489,강지광,79130,1990-10-23,"181cm, 100kg",우타,우투,P
490,장원준,74513,1985-07-31,"184cm, 85kg",좌타,좌투,P
491,양창섭,68415,1999-09-22,"182cm, 85kg",우타,우투,P
492,윤희상,74838,1985-05-17,"193cm, 96kg",우타,우투,P
493,류희운,64029,1995-06-19,"191cm, 103kg",우타,우투,P
494,정수민,66960,1990-04-01,"188cm, 92kg",우타,우투,P
495,이찬혁,67164,1998-08-19,"187cm, 90kg",우타,우투,P
496,김현준,66630,1997-06-05,"182cm, 78kg",우타,우투,P
497,장웅정,50706,1997-04-11,"181cm, 76kg",우타,우투,P
498,구창모,65933,1997-02-17,"183cm, 85kg",좌타,좌투,P
499,김유영,64596,1994-05-02,"180cm, 80kg",좌타,좌투,P
500,류진욱,65949,1996-10-10,"189cm, 88kg",우타,우투,P
501,홍원표,50430,2001-03-27,"183cm, 86kg",우타,우투,P
502,최영환,64718,1992-02-20,"179cm, 92kg",우타,우투,P
503,김태현,67956,1998-03-21,"188cm, 95kg",좌타,좌투,P
504,김원석,62768,1989-10-29,"182cm, 83kg",우타,우투,RF
505,김태균,71752,1982-05-29,"185cm, 110kg",우타,우투,DH
506,로사리오,66740,1989-02-23,"180cm, 100kg",우타,우투,B
507,민병헌,76249,1987-03-10,"178cm, 87kg",우타,우투,CF
508,오재원,77248,1985-02-09,"185cm, 75kg",좌타,우투,B
509,에반스,66244,1986-01-30,"187cm, 105kg",우타,우투,DH
510,최진행,74729,1985-08-17,"188cm, 100kg",우타,우투,LF
511,임익준,77464,1988-03-15,"180cm, 83kg",우타,우투,B
512,조인성,98144,1975-05-25,"182cm, 107kg",우타,우투,C
513,김재환,78224,1988-09-22,"183cm, 90kg",좌타,우투,LF
514,양의지,76232,1987-06-05,"179cm, 85kg",우타,우투,C
515,오재일,75334,1986-10-29,"187cm, 95kg",좌타,좌투,B
516,강경학,61700,1992-08-11,"180cm, 72kg",좌타,우투,B
517,신성현,64086,1990-10-19,"183cm, 92kg",우타,우투,
518,박건우,79215,1990-09-08,"184cm, 80kg",우타,우투,CF
519,허경민,79240,1990-08-26,"176cm, 69kg",우타,우투,B
520,김재호,74206,1985-03-21,"181cm, 75kg",우타,우투,SS
521,송광민,76753,1983-06-24,"184cm, 90kg",우타,우투,B
522,정근우,75808,1982-10-02,"172cm, 80kg",우타,우투,B
523,이양기,73725,1981-01-31,"184cm, 90kg",우타,우투,LF
524,류지혁,62234,1994-01-13,"181cm, 75kg",좌타,우투,B
525,버나디나,67650,1984-06-12,"188cm, 95kg",좌타,좌투,CF
526,서동욱,73606,1984-03-21,"188cm, 99kg",좌타,우투,B
527,김주찬,70410,1981-03-25,"183cm, 94kg",우타,우투,B
528,박해민,62415,1990-02-24,"180cm, 75kg",좌타,우투,CF
529,김헌곤,61404,1988-11-09,"174cm, 81kg",우타,우투,LF
530,구자욱,62404,1993-02-12,"189cm, 75kg",좌타,우투,RF
531,러프,67450,1986-07-28,"192cm, 105kg",우타,우투,B
532,최형우,72443,1983-12-16,"179cm, 106kg",좌타,우투,LF
533,나지완,78629,1985-05-19,"182cm, 105kg",우타,우투,DH
534,이범호,70756,1981-11-25,"183cm, 100kg",우타,우투,B
535,김주형,74605,1985-12-15,"186cm, 112kg",우타,우투,SS
536,이승엽,95436,1976-08-18,"183cm, 88kg",좌타,좌투,DH
537,이원석,75566,1999-03-31,"177cm, 70kg",우타,우투,B
538,이지영,79456,1986-02-27,"178cm, 83kg",우타,우투,C
539,이홍구,63634,1990-12-11,"180cm, 95kg",우타,우투,C
540,김선빈,78603,1989-12-18,"165cm, 77kg",우타,우투,SS
541,강한울,64610,1991-09-12,"181cm, 66kg",좌타,우투,B
542,조동찬,72466,1983-07-27,"180cm, 80kg",우타,우투,B
543,배영섭,79465,1986-06-27,"178cm, 78kg",우타,우투,LF
544,이대형,73153,1983-07-19,"184cm, 78kg",좌타,좌투,K
545,하준호,78517,1989-04-29,"174cm, 78kg",좌타,좌투,LF
546,유한준,74339,1981-07-01,"186cm, 97kg",우타,우투,RF
547,박경수,73113,1984-03-31,"178cm, 80kg",우타,우투,B
548,이진영,99810,1997-07-21,"183cm, 89kg",우타,우투,DH
549,이해창,60343,1987-05-11,"184cm, 85kg",우타,우투,C
550,김강민,71837,1982-09-13,"182cm, 85kg",우타,우투,CF
551,김성현,76802,1987-03-09,"172cm, 72kg",우타,우투,B
552,최정,75847,1987-02-28,"180cm, 90kg",우타,우투,B
553,박기혁,70553,1981-06-04,"179cm, 77kg",우타,우투,SS
554,심우준,64006,1995-04-28,"183cm, 75kg",우타,우투,SS
555,정의윤,75151,1986-07-25,"185cm, 90kg",우타,우투,DH
556,박정권,74846,1981-07-21,"187cm, 96kg",좌타,좌투,B
557,김동엽,66838,1990-07-24,"186cm, 101kg",우타,우투,DH
558,이재원,76812,1999-07-17,"192cm, 100kg",우타,우투,C
559,박승욱,62802,1992-12-04,"184cm, 85kg",좌타,우투,SS
560,홍현빈,67005,1997-08-29,"174cm, 70kg",좌타,우투,CF
561,이형종,78135,1989-06-07,"183cm, 80kg",우타,우투,CF
562,오지환,79109,1990-03-12,"186cm, 80kg",좌타,우투,SS
563,박용택,72133,1979-04-21,"185cm, 90kg",좌타,우투,LF
564,서건창,78168,1989-08-22,"176cm, 84kg",좌타,우투,B
565,이택근,73342,1980-07-10,"183cm, 89kg",우타,우투,DH
566,채태인,77463,1982-10-11,"187cm, 94kg",좌타,좌투,B
567,채은성,79192,1990-02-06,"186cm, 92kg",우타,우투,RF
568,정성훈,99606,1980-06-27,"182cm, 83kg",우타,우투,B
569,정상호,71842,1982-12-24,"187cm, 100kg",우타,우투,C
570,윤석민,74215,1986-07-24,"185cm, 90kg",우타,우투,DH
571,김민성,77564,1988-12-17,"181cm, 94kg",우타,우투,B
572,고종욱,61353,1989-01-11,"184cm, 83kg",좌타,우투,LF
573,김하성,64300,1995-10-17,"175cm, 76kg",우타,우투,SS
574,박동원,79365,1990-04-07,"178cm, 92kg",우타,우투,C
575,임훈,74823,1985-07-17,"186cm, 86kg",좌타,좌투,RF
576,이정후,67341,1998-08-20,"185cm, 78kg",좌타,우투,CF
577,손주인,72456,1983-12-01,"179cm, 82kg",우타,우투,B
578,양석환,64153,1991-07-15,"185cm, 90kg",우타,우투,B
579,허정협,65399,1990-02-17,"184cm, 92kg",우타,우투,LF
580,박정음,62353,1989-04-15,"175cm, 77kg",좌타,좌투,CF
581,전준우,78513,1986-02-25,"184cm, 91kg",우타,우투,LF
582,번즈,67598,1990-08-07,"188cm, 93kg",우타,우투,B
583,손아섭,77532,1988-03-18,"174cm, 84kg",좌타,우투,RF
584,김성욱,62934,1993-05-01,"181cm, 83kg",우타,우투,CF
585,지석훈,73306,1984-03-17,"181cm, 74kg",우타,우투,SS
586,나성범,62947,1989-10-03,"183cm, 100kg",좌타,좌투,RF
587,스크럭스,67935,1987-09-23,"183cm, 98kg",우타,우투,B
588,박석민,74465,1985-06-22,"178cm, 88kg",우타,우투,B
589,이대호,71564,1982-06-21,"194cm, 100kg",우타,우투,DH
590,최준석,71552,1983-02-15,"187cm, 130kg",우타,우투,DH
591,강민호,74540,1985-08-18,"185cm, 100kg",우타,우투,C
592,권희동,63963,1990-12-30,"177cm, 85kg",우타,우투,LF
593,모창민,78813,1985-05-08,"188cm, 89kg",우타,우투,B
594,손시헌,73213,1980-10-19,"172cm, 73kg",우타,우투,SS
595,김문호,76509,1987-06-22,"184cm, 90kg",좌타,좌투,LF
596,신본기,62556,1989-03-21,"179cm, 88kg",우타,우투,SS
597,문규현,72546,1983-07-05,"184cm, 85kg",우타,우투,SS
598,김태군,78122,1989-12-30,"182cm, 92kg",우타,우투,C
599,나경민,66508,1991-12-12,"178cm, 80kg",좌타,좌투,CF
600,김대우,78536,1984-07-26,"189cm, 95kg",좌타,우투,DH
601,하주석,62700,1994-02-25,"184cm, 84kg",좌타,우투,SS
602,김인태,63257,1994-07-03,"178cm, 78kg",좌타,좌투,RF
603,차일목,73602,1981-01-26,"176cm, 81kg",우타,우투,C
604,최주환,76267,1988-02-28,"178cm, 73kg",좌타,우투,DH
605,노수광,63704,1990-08-06,"180cm, 80kg",좌타,우투,CF
606,최원준,66606,1997-03-23,"178cm, 81kg",좌타,우투,RF
607,최영진,61197,1988-05-10,"185cm, 87kg",우타,우투,B
608,최경철,73824,1980-08-15,"188cm, 86kg",우타,우투,C
609,정병곤,61104,1988-03-23,"176cm, 72kg",우타,우투,B
610,한승택,63722,1994-06-21,"174cm, 83kg",우타,우투,C
611,나주환,73209,1984-06-14,"180cm, 84kg",우타,우투,SS
612,김용의,78217,1985-08-20,"187cm, 74kg",좌타,우투,CF
613,이천웅,61186,1988-10-20,"182cm, 83kg",좌타,좌투,CF
614,유강남,61102,1992-07-15,"182cm, 88kg",우타,우투,C
615,서상우,62164,1989-09-17,"187cm, 90kg",좌타,우투,L
616,김준완,63920,1991-01-20,"174cm, 74kg",좌타,우투,RF
617,최재훈,78288,1989-08-27,"178cm, 76kg",우타,우투,C
618,전민수,78361,1989-03-18,"177cm, 76kg",좌타,우투,N
619,장성우,78548,1990-01-17,"187cm, 100kg",우타,우투,C
620,김민식,62864,1989-06-28,"180cm, 80kg",좌타,우투,C
621,정현,63450,1994-06-01,"181cm, 80kg",우타,우투,SS
622,조용호,64868,1989-09-09,"170cm, 75kg",좌타,우투,RF
623,정진기,61869,1992-10-10,"185cm, 92kg",좌타,우투,LF
624,김상호,62559,1989-05-10,"182cm, 85kg",우타,우투,B
625,정훈,60523,1987-07-18,"180cm, 85kg",우타,우투,CF
626,이상호,60566,1989-02-05,"180cm, 82kg",우타,우투,B
627,도태훈,66965,1993-03-18,"184cm, 85kg",좌타,우투,B
628,윤병호,62016,1989-07-05,"181cm, 78kg",우타,우투,CF
629,박세혁,62244,1990-01-09,"181cm, 86kg",좌타,우투,C
630,이우민,71565,1982-05-04,"182cm, 90kg",좌타,우투,CF
631,안치홍,79608,1990-07-02,"178cm, 94kg",우타,우투,B
632,박민우,62907,1993-02-06,"185cm, 80kg",좌타,우투,B
633,양성우,62797,1989-05-02,"174cm, 84kg",좌타,우투,RF
634,김사훈,61591,1987-06-18,"174cm, 86kg",우타,우투,C
635,김연훈,77609,1984-12-23,"180cm, 80kg",우타,우투,B
636,이명기,76849,1987-12-26,"183cm, 80kg",좌타,좌투,RF
637,권정웅,65412,1992-11-15,"180cm, 88kg",우타,우투,C
638,김재현,62332,1987-11-07,"175cm, 72kg",양타,우투,LF
639,김웅빈,65898,1996-02-09,"181cm, 84kg",좌타,우투,B
640,이성열,73136,1984-07-13,"185cm, 102kg",좌타,우투,RF
641,김지수,79300,1996-10-29,"178cm, 78kg",좌타,좌투,B
642,이대수,72860,1981-08-21,"175cm, 75kg",우타,우투,SS
643,김재유,65506,1992-08-07,"181cm, 77kg",좌타,우투,CF
644,황윤호,62908,1993-09-22,"177cm, 78kg",우타,우투,B
645,이병규,76100,1974-10-25,"185cm, 85kg",좌타,좌투,DH
646,정진호,61208,1988-10-02,"185cm, 78kg",좌타,우투,RF
647,이종욱,73339,1980-06-18,"176cm, 78kg",좌타,좌투,CF
648,박한이,71432,1979-01-28,"182cm, 91kg",좌타,좌투,DH
649,김민수,67504,1992-07-24,"188cm, 80kg",우타,우투,C
650,주효상,66354,1997-11-11,"182cm, 85kg",좌타,우투,C
651,이용규,74163,1985-08-26,"175cm, 70kg",좌타,좌투,LF
652,오선진,78756,1989-07-07,"178cm, 80kg",우타,우투,B
653,이성곤,64266,1992-03-25,"186cm, 93kg",좌타,우투,B
654,허도환,77243,1984-07-31,"176cm, 87kg",우타,우투,C
655,강상원,66710,1997-05-05,"172cm, 64kg",좌타,우투,LF
656,이정훈,67644,1994-12-07,"185cm, 90kg",좌타,우투,DH
657,김민준,63339,1994-02-12,"175cm, 75kg",우타,우투,CF
658,조수행,66209,1993-08-30,"178cm, 73kg",좌타,우투,CF
659,김진곤,63088,1987-09-10,"173cm, 75kg",좌타,우투,LF
660,유민상,62265,1989-04-13,"186cm, 101kg",좌타,우투,B
661,안익훈,65115,1996-02-12,"176cm, 70kg",좌타,좌투,CF
662,송성문,65357,1996-08-29,"183cm, 88kg",좌타,우투,B
663,고장혁,63636,1990-01-08,"183cm, 93kg",우타,우투,B
664,김동한,61204,1988-06-24,"175cm, 73kg",우타,우투,B
665,김상수,79402,1990-03-23,"175cm, 68kg",우타,우투,B
666,이재율,66968,1993-05-02,"185cm, 75kg",좌타,좌투,N
667,김호령,65653,1992-04-30,"178cm, 85kg",우타,우투,CF
668,최윤석,60805,1987-03-28,"173cm, 75kg",우타,우투,SS
669,김규민,62356,1993-01-26,"188cm, 85kg",좌타,좌투,LF
670,최정용,65464,1996-10-24,"178cm, 75kg",좌타,우투,B
671,강승호,63123,1994-02-09,"179cm, 77kg",우타,우투,B
672,안주형,66406,1993-08-14,"176cm, 68kg",좌타,우투,SS
673,로맥,67872,1985-09-30,"188cm, 100kg",우타,우투,B
674,정현석,78745,1984-03-01,"182cm, 93kg",우타,우투,RF
675,유재신,76368,1987-11-21,"179cm, 74kg",우타,우투,LF
676,이호준,94629,1976-02-08,"187cm, 95kg",우타,우투,DH
677,강지광,79130,1990-10-23,"181cm, 100kg",우타,우투,S
678,김민혁,65269,1995-11-21,"181cm, 71kg",좌타,우투,LF
679,이진영,66657,1997-07-21,"183cm, 89kg",우타,우투,DH
680,박상언,66707,1997-03-03,"185cm, 75kg",우타,우투,C
681,장영석,79334,1990-05-14,"186cm, 95kg",우타,우투,B
682,오준혁,61743,1992-03-11,"187cm, 80kg",좌타,우투,DH
683,김재율,61114,1989-01-14,"186cm, 90kg",우타,우투,B
684,김종민,79364,1986-03-30,"176cm, 85kg",우타,우투,C
685,김성윤,67449,1999-02-02,"163cm, 62kg",좌타,좌투,CF
686,남태혁,66052,1991-03-13,"187cm, 107kg",우타,우투,B
687,강진성,62925,1993-10-19,"180cm, 81kg",우타,우투,B
688,로하스,67025,1990-05-24,"188cm, 102kg",양타,우투,RF
689,박윤,77848,1988-03-07,"180cm, 95kg",좌타,좌투,B
690,이성우,71184,1981-09-01,"180cm, 91kg",우타,우투,C
691,임병욱,64346,1995-09-30,"185cm, 84kg",좌타,우투,CF
692,김태연,66704,1997-06-10,"178cm, 99kg",우타,우투,B
693,서예일,66203,1993-06-19,"178cm, 83kg",좌타,우투,B
694,최항,62884,1994-01-03,"183cm, 88kg",좌타,우투,B
695,황목치승,63077,1985-06-21,"173cm, 68kg",우타,우투,SS
696,이성규,66409,1993-08-03,"178cm, 82kg",우타,우투,B
697,김혜성,67304,1999-01-27,"179cm, 78kg",좌타,우투,B
698,최정민,62893,1989-06-02,"177cm, 72kg",좌타,우투,CF
699,정경운,66716,1993-08-09,"179cm, 76kg",우타,우투,SS
700,이원재,62025,1989-05-20,"186cm, 86kg",좌타,우투,LF
701,정주현,79150,1990-10-13,"176cm, 76kg",우타,우투,B
702,이우성,63260,1994-07-17,"182cm, 95kg",우타,우투,LF
703,정찬헌,78148,1990-01-26,"187cm, 94kg",우타,우투,P
704,로니,67134,1984-05-07,"190cm, 106kg",좌타,좌투,B
